,id,player,color,time,x,y
0,1591287731371,Judas,#ff0000,295.29514,0.7294372294372294,0.2023121387283237
1,1591287731371,Judas,#ff0000,301.8371,0.6991341991341992,0.18497109826589594
2,1591287731371,Judas,#ff0000,312.69388200000003,0.7034632034632035,0.1791907514450867
3,1591287731371,Judas,#ff0000,318.449367,0.6861471861471862,0.17341040462427745
4,1591287731371,Judas,#ff0000,321.443333,0.6536796536796536,0.18208092485549132
5,1591287731371,Judas,#ff0000,326.451778,0.6320346320346321,0.18497109826589594
6,1591287731371,Judas,#ff0000,328.94378700000004,0.6103896103896104,0.18497109826589594
7,1591287731371,Judas,#ff0000,332.39829000000003,0.5930735930735931,0.20520231213872833
8,1591287731371,Judas,#ff0000,334.833091,0.5714285714285714,0.2514450867052023
9,1591287731371,Judas,#ff0000,337.064839,0.564935064935065,0.27167630057803466
10,1591287731371,Judas,#ff0000,341.275691,0.6082251082251082,0.3092485549132948
11,1591287731371,Judas,#ff0000,344.324211,0.5974025974025974,0.2774566473988439
12,1591287731371,Judas,#ff0000,353.728088,0.6233766233766234,0.2514450867052023
13,1591287731371,Judas,#ff0000,355.03483700000004,0.6753246753246753,0.23410404624277456
14,1591287731371,Judas,#ff0000,357.882118,0.6255411255411255,0.23121387283236994
15,1591287731371,Judas,#ff0000,358.476746,0.564935064935065,0.2254335260115607
16,1591287731371,Judas,#ff0000,358.96891400000004,0.5,0.2254335260115607
17,1591287731371,Judas,#ff0000,358.96891400000004,0.4025974025974026,0.23121387283236994
18,1591287731371,Judas,#ff0000,363.00137,0.4025974025974026,0.2398843930635838
19,1591287731371,Judas,#ff0000,365.41188400000004,0.48484848484848486,0.23699421965317918
20,1591287731371,Judas,#ff0000,370.243741,0.47186147186147187,0.27167630057803466
21,1591287731371,Judas,#ff0000,371.485694,0.4588744588744589,0.315028901734104
22,1591287731371,Judas,#ff0000,371.99456000000004,0.44155844155844154,0.3208092485549133
23,1591287731371,Judas,#ff0000,372.499948,0.36147186147186144,0.36416184971098264
24,1591287731371,Judas,#ff0000,373.020419,0.31601731601731603,0.40173410404624277
25,1591287731371,Judas,#ff0000,374.89864600000004,0.29653679653679654,0.4277456647398844
26,1591287731371,Judas,#ff0000,375.397329,0.27056277056277056,0.41329479768786126
27,1591287731371,Judas,#ff0000,375.897739,0.22510822510822512,0.3352601156069364
28,1591287731371,Judas,#ff0000,381.644379,0.18831168831168832,0.34971098265895956
29,1591287731371,Judas,#ff0000,382.64276900000004,0.15367965367965367,0.3352601156069364
30,1591287731371,Judas,#ff0000,386.153755,0.23593073593073594,0.3352601156069364
